"title","url","image","openTypeList","detail","baseInfoKeyList","baseInfoValueList"
"那也村","http://www.baike.com/wiki/那也村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##云南乡村##农村","有耕地79亩，其中人均耕地0.75亩；全村有农户23户，有乡村人口104人，其中农业人口104人，劳动力64人，其中从事第一产业人数48人。 2007年全村经济总收入4.5万元，农民人均纯收入1060元。 该村属于贫困村，农民收入主要以种养业为主。","中文名：##所属国：##所属乡镇：##地理位置：##人口：","那也村##中国##洞波瑶族乡##洞波瑶族乡东边，距离村委会4公里##104人"
"良盈村","http://www.baike.com/wiki/良盈村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##云南省##农业##农村##地名","该村现有农户750户，共乡村人口3049人，其中男性1548人，女性1501人。 该村以汗族为主，2917人，少数民族132人。 到2010年底，全村参加农村合作医疗745户，共2850人，参合率95.22%。","中文名：##所属国：##所属乡镇：##地理位置：##特色产业：","良盈村##中国##清水乡##腾冲县清水乡##种植业"
"舍山村","http://www.baike.com/wiki/舍山村","http://a2.att.hudong.com/52/37/20300001391842132014372137503_s.jpg","云南省##农村##国家##地理##城市##城镇##行政区划","舍山村隶属于巡检司镇己白村委会，属于山区位于巡检司镇东南边，距离己白村委会2.00公里，距离镇32.00公里。国土面积9.33平方公里，海拔1,600.00米，年平均气温19.00℃，年降水量900.00毫米，适宜种植玉米、烤烟等农作物。有耕地506.18亩，其中人均耕地1.20亩；有林地6,477.36亩。全村辖1个村民小组，有农户100户，有乡村人口465人，其中农业人口465人，劳动力356人，其中从事第一产业人数352人。2010年全村经济总收入312.00万元，农民人均纯收入2949元。该村农民收入主要以种植养殖业为主。","中文名：##所属地区：##面积：##人口：##GDP：##地理位置：##地方特产：##电话区码：##邮编区码：##中文名：##所属国：##所属乡镇：##地理位置：##人口：","舍山村##中国 云南省##9.33平方公里##465人##2949元##位于巡检司镇东南边，距离己白村委会2.00 公里，距离镇32.00公里。##种植、养殖业。##0873##343100##舍山村##中国##巡检司镇##位于巡检司镇东南边##465人"
"韶山学校","http://www.baike.com/wiki/韶山学校","http://a4.att.hudong.com/71/95/50200009239445155552953550405_s.jpg","农村##学校##教育##教育机构##机构##社会组织##组织","韶山学校是伟大领袖毛泽东主席亲笔题写校名并亲自视察过的一所具有光荣革命历史中外闻名的农村学校，其前身是1921年毛泽东倡导创办的毛氏族校。 韶山学校自创办至今，已经历了八十多年的演变和发展过程。如今的韶山学校拥有教职员工150余名，班级42个，在校学生3000余人，校园占地面积60873平方米，校舍建筑面积23000平方米，是一所从小学至高中的“一条龙”全日制农村学校，是湖南省示范性高级中学。 2017年11月，荣获第一届全国文明校园称号。","中文名：##创建时间：##学生人数：##所属地区：##主要奖项：##占地面积：","韶山学校##1921年##3000余人##中国 湖南省韶山市##湖南省示范性高级中学##60873平方米"
"舜王城中药材市场","http://www.baike.com/wiki/舜王城中药材市场","http://a4.att.hudong.com/54/66/50200009239445155534661474546_s.jpg","中药材##农村##山东省","舜王城中药材市场是经国家批准的全国17家中药材专业市场之一，也是山东省唯一的国家级中药材市场。","中文名：##占地面积：##地位：##举例：","舜王城中药材市场##14万平方米##经国家批准##丹皮、白芍、白芷、板兰根"
"山西省人民政府办公厅","http://www.baike.com/wiki/山西省人民政府办公厅","//www.huimg.cn/entry/images/summary_default270x233.png","政府机构","根据《中共山西省委、山西省人民政府关于印发〈山西省人民政府机构改革方案〉的通知》（晋发〔2009〕13号），设立山西省人民政府办公厅（以下简称省政府办公厅），正厅级建制，为协助省政府领导同志处理省政府日常工作的机构。","",""
"说格村","http://www.baike.com/wiki/说格村","//www.huimg.cn/entry/images/summary_default270x233.png","农村##经济","村情概况/说格村 编辑         　　说格村隶属于奔子栏镇奔子栏村委会。距离奔子栏 镇14公里。到乡镇道路为不通路,交通不方便,全村国土面积有 亩，海拔2718米，年平均气温 ℃，适宜种植玉米、小麦等农作物。全村有耕地 60.04 亩，其中人均耕地 0.41 亩；有林地 亩,共有经济林果地× 亩, 全村有农户20户，共147人，其中农业人口 147人，劳动力 72 人。2006年全村经济总收入211535元，农民人均纯收入32569 元。农民收入以 种植业、采集业为主。  自然资源/说格村 编辑         　　说格村位于奔子栏镇东南边,距离奔子栏镇14公里,到乡镇道路为 不通 路),全村国土面积 亩。人均耕地 0.41 亩，主要种植玉米、小麦等作物；拥有林地 亩，经济林果地 亩。  农村经济/说格村 编辑         　　2006年说格村农村经济总收入 211535 元，其中：种植业收入 32569 元，占农村经济总收入的 15.4 ％；畜牧业收入 83986 元，占农村经济总收入的 39.7 ％；林业收入 7080 元，占总收入的 3.35 ％。外出务工收入 元。农民人均总收入 1439 元，人均纯收入 1243 元. 　　该村村民得住房以土木结构住房为主，其中有20户居住于土木结构住房，有 户居住砖混结构住房；有 户居住砖木结构住房；还有 户居住于其他结构的住房。 　　2006年底全村共拥有汽车 辆，拖拉机 辆，摩托车 辆。  特色产业/说格村 编辑         　　说格村的主要产业为畜牧业，无完善的销售渠道。2006年畜牧产业全村总收入 83986 元，占农村经济总收入39.7％。 　　村目前正在发展林业特色产业，计划大力发展林业产业。","中文名：##所属国：##所属乡镇：##人口：##其他：","说格村##中国##奔子栏镇##147人##耕地面积 60.04 亩"
"韶村村","http://www.baike.com/wiki/韶村村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##农村##村庄##浙江##行政区划","韶村村地处杭嘉湖平原中部，于2000年由原韶村、草糖里、马家桥三村合并而成。 全村人口3812人，11个村民小组，992户农户。 2007年工农业总收入44731万元，村集体收入79万元，农民人均收入10210元。","中文名：##所属国：##所属市：##地理位置：##面积：##人口：","韶村村##中国##湖州市##地处杭嘉湖平原中部##7.99平方公里##3812人"
"蛇门岭自然村","http://www.baike.com/wiki/蛇门岭自然村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##农村##村镇##自然村","2010年全村经济总收入20万元，农民人均纯收入850元。 全村有耕地总面积100多亩(其中：田80亩，地20亩)，人均耕地0.2亩，主要种植水稻 该村现有农户90多户，共乡村人口300多人，其中男性190多人，女性100多人。","中文名：##所属国：##所属市：##所属乡镇：##地理位置：","蛇门岭自然村##中国##郴州市##飞仙镇##湖南省郴州市桂阳县飞仙镇"
"舍西村","http://www.baike.com/wiki/舍西村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##农村##村庄##浙江##行政区划","舍西村地处新安镇最西部（2001年村级区划调整过程 中由原南戗港村、金家湾村和戴家桥村三村合并而成），东与舍东村相邻，南与雷甸镇双溪村交界，西靠大海洋，北面为新桥村，村委驻地与镇政府所在地相距6公里。","中文名：##所属国：##所属乡镇：##地理位置：##人口：","舍西村##中国##新安镇##新安镇最西部##2462人"
"舍渭村","http://www.baike.com/wiki/舍渭村","//www.huimg.cn/entry/images/summary_default270x233.png","农村##地名##地理##浙江##行政村","舍渭村是浙江省湖州市德清县新市镇辖村，原是士林镇的一个村，2005年士林镇并入新市镇，从此该村归属于新市镇。舍渭村有5个村民小组，205户，共759人，是一个小村。","中文名：##所属国：##所属市：##所属乡镇：##地理位置：##人口：","舍渭村##中国##湖州市##新市镇##浙江省湖州市德清县新市镇##759人"
"邵寨子自然村","http://www.baike.com/wiki/邵寨子自然村","http://a1.att.hudong.com/71/10/01200000029176136359102810981_s.jpg","乡村##云南省##农业##农村##地名","邵寨子自然村隶属于云南省保山市腾冲县芒棒乡坪田行政村，属于山区。位于芒棒乡北边，距离村委会1.5公里，距离乡政府45公里。国土面积1.85亩，海拔1660米，年平均气温16℃，年降水量1600毫米，适宜种植水稻、小麦等农作物。有耕地266亩，其中人均耕地1.37亩；有林地850亩。全村辖1个村民小组，有农户46户，有乡村人口188人，其中农业人口188人，劳动力140人，其中从事第一产业人数112人。2010年全村经济总收入83.6万元，农民人均纯收入3103元。农民收入主要以种植业为主。","中文名：##所属国：##所属市：##所属乡镇：##人口：##特色产业：","邵寨子自然村##中国##保山市##芒棒乡##188人(2010年)##烤烟、核桃、红花油茶"
"陕西信合","http://www.baike.com/wiki/陕西信合","http://a3.att.hudong.com/28/96/20200000013920144739961801534_s.jpg","农村##金融##陕西","陕西信合，陕西省农村信用合作社联合社的简称。 陕西省农村信用社简称 “ 陕西信合 ” ，其诞生于 1951 年 12 月 1 日 。经过 62 年的发展壮大 ，现已成为机构遍布城乡、从业人员众多、业务规模壮大、经营机制灵活、服务客户广泛、结算手段先进、服务功能齐全的金融机构 ，在陕西经济尤其是农村经济发展中发挥着主力军的重要作用 。陕西信合的标识以圆形作为基本外形，体现了中国传统哲学对圆的认知：“圆满、如意、天地人和”。富秦康乐卡除具有富秦借记卡现金存取、转账结算、自助存取款、信息查询、POS消费等功能外，还向持卡人提供代收付新农合、新农保相关款项，代理发放财政补贴资金（含涉农补贴及城市低保等财政支出资金），农村公用事业代收付等特色服务功能，并向持卡人提供一定的金融服务收费减免优惠。","中文名称：##创建时间：##类型：##全称：","陕西信合##1951 年12月1日##金融机构##陕西省农村信用合作社联合社"
"舍北村","http://www.baike.com/wiki/舍北村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##农村##村庄##浙江##行政区划","全村2006年有个私企业26家，村级集体企业1家，2006年实现工农业总产值2.36万元，其中工业总产值2.24万元；税利1056万元；村级集体经济总收入199.34万元；农民人均纯收入8415元；村级组织阵地办公场所388平方米。 2002年度市级文明村、县级先进基层党组织；2003年度县级先锋工程“五好”村党组织；2003-2004年度县级先进基层党组织。 “三五”普法期间，舍北村化大力气大力开展法制宣传活动，以“三五”普法为先导，开展依法治村，村三委成员带头学法，村主要领导分批到各组利用晚上时间为村民上法律课，村干部的法律课由于所举的案例都是村民身边的事，所以村民们格外喜欢听，取得了良好的效果。","中文名：##所属国：##所属乡镇：##地理位置：##面积：##人口：","舍北村##中国##新安镇##地处新安镇北部##6.8平方公里##2060人"
"铁厂沟镇","http://www.baike.com/wiki/铁厂沟镇","http://a3.att.hudong.com/37/65/50200009239445155331656517716_s.jpg","中华人民共和国##中国乡镇##中国县级行政区划##中国各级行政区划##中国地名##农村##县##县级行政区##各国行政区划##国家##地理##城市##城镇##新疆乡镇##旅游景点##行政区划","新疆托里县铁厂沟镇距乌鲁木齐470公里， 新疆塔城地区托里县铁厂沟镇成立于1981年，是全国369个发展改革试点镇之一，是自治区三十二个重点建设示范镇、十一个发展改革试点镇之一，地处自治区西北部，位于东经83°，北纬40°左右，S201线和S318线的十字交叉处。西北距额敏县城80公里，西距托里县城90公里，东距克拉玛依市92.8公里，东北距和布克赛尔蒙古自治县县城150公里，距塔城巴克图口岸140公里。克（）—塔（）公路和318延伸线塔（塔城）—铁（铁厂沟）—和（和布克赛尔）穿镇而过，地处塔城地区北四县的东大门，地理位置优越，交通便利。","中文名：##所属地区：##面积：##人口：##地理位置：##著名景点：##地标建筑：##地方特产：##知名产业：##知名企业：##中文名：##外文名：##所属国：##面积：##人口：##主要民族：##特色产业：##气候条件：##气候条件：##行政区类别：##政府驻地：","铁厂沟镇##中国 塔城地区托里县##116平方公里##12000人##托里县东北部。距乌鲁木齐18公里。##峡门子风景旅游区##天山##呱啦鸡##工业、旅游业##中油集团乌鲁木齐分公司##铁厂沟镇##tiechanggouzhen##中国##116平方公里##12000人##汉族##种植业##温带大陆性气候##温带大陆性气候##镇##铁厂沟镇"
"陶堰村","http://www.baike.com/wiki/陶堰村","http://a4.att.hudong.com/87/56/50200009239445155660569580712_s.jpg","中国##中国乡级行政区划##中国各级行政区划##中国行政村##乡##农村##城市##村庄##浙江省行政村","陶堰村，陶家堰的简称，位于浙江省绍兴城东15公里处，由三联、渡里、后港、陶堰村4个行政村和一个居委会组成。1992年，全村1148户、3370人。","中文名：##所属国：##人口：##主要民族：##著名人物：","陶堰村##中国##3370人##汉族##陶谐"
"驼峰村","http://www.baike.com/wiki/驼峰村","//www.huimg.cn/entry/images/summary_default270x233.png","","到2010年底，全村建有沼气池农户112户；装有太阳能农户40户。 该村现有农户1005户，共乡村人口4083人，其中男性2118人，女性1965人。 到2010年底，该村已签定农业承包合同941份，农村土地承包面积5800亩。","中文名：##所属国：##所属乡镇：##地理位置：##人口：","驼峰村##中国##清水乡##云南腾冲县清水乡##4083人"
"陶家弯自然村","http://www.baike.com/wiki/陶家弯自然村","http://a2.att.hudong.com/61/03/01200000024179136359036290023_s.jpg","云南##农村","陶家弯村隶属于盘河乡五寨行政村，属于半山区。位于盘河乡北边，距离村委会5 公里，距离乡15公里。国土面积有 3.21平方公里，海拔 1800米，年平均气温11 ℃，年降水量 990毫米，适宜种植玉米洋芋等农作物。","中文名：##所属国：##所属乡镇：##地理位置：##面积：","陶家弯自然村##中国##盘河乡##位于盘河乡北边，距离村委会5 公里##3.21平方公里"
"肖家圩","http://www.baike.com/wiki/肖家圩","//www.huimg.cn/entry/images/summary_default270x233.png","农村##地理","地名全称“江西省上饶市地区鄱阳县饶丰镇肖家圩村”全村以水稻种植为农作物经济生产基础。","",""
"通堆水村","http://www.baike.com/wiki/通堆水村","http://a0.att.hudong.com/58/83/01200000027482134376832014348_s.jpg","农村##自然","元，占农村经济总收入的 元，占农村经济总收入的 元，占农村经济总收入","中文名：##所属国：##所属乡镇：##人口：##特色产业：","通堆水村##中国##奔子栏镇##134人##种植业"
"薛玉炜","http://www.baike.com/wiki/薛玉炜","//www.huimg.cn/entry/images/summary_default270x233.png","人物##农村","中国社会科学院研究员 主要学术专长是农村分析研究。1982年毕业于同济大学电气工程系，1985年1月中国科学院自动化所授予硕士学位，1988年7月获中科院博士学位，1989年至今在中国社会科学院农村发展研究所工作。1992年至今在中国社会科学院农村发展研究所工作。1992年10月至1993年3月赴英国牛津大学作访问学者。现任该所农所数量经济与统计研究室主任。","中文名：##籍贯：##出生地：##民族：##国籍：##职业：##毕业院校：","薛玉炜##河南淮滨人##河南淮滨人##汉##中国##科学 数量经济与统计研究室主任。##同济大学电气工程系，"
"西侯马村","http://www.baike.com/wiki/西侯马村","http://a2.att.hudong.com/43/55/01300536680753136462558189738_s.jpg","农村##地域##山西","西侯马村，隶属于侯马市新田乡，位于侯马望桥街以西，有312户人，以农业为主。","",""
"香格里拉计划","http://www.baike.com/wiki/香格里拉计划","http://a3.att.hudong.com/17/37/16200000183103131649373877607_s.jpg","农业##农村","“香格里拉(Shangri-La)”一词，用以形容一种人与人、人与自然处于完美和谐状态的理想的世外乐园。理想主义和追求美好世界的梦想是人类内心中难以泯灭的永恒情结。人类对理想世界(包括香格里拉以及伊甸园、理想国、桃花源、太阳城、乌托邦、法朗吉、新和谐公社等等)的思考或探索也永未停止。社会主义也是在这种思考和探索中诞生的。","中文名：##其他外文名：##计划##：##首次对外公布：","香格里拉计划##Shangri-La##社会系统工程##2000年12月18日"
"西王智村","http://www.baike.com/wiki/西王智村","//www.huimg.cn/entry/images/summary_default270x233.png","农村","西王智村，山西省平遥县香乐乡辖村。总人口为1370人，历史名人有冯以平、侯俊岩、侯外庐等。","中文名：##所属国：##所属市：##所属乡镇：##人口：##其他：","西王智村##中国##山西省平遥县##香乐乡##1370人(2010年)##耕地面积为3908亩"
"邵家寨自然村","http://www.baike.com/wiki/邵家寨自然村","//www.huimg.cn/entry/images/summary_default270x233.png","云南##农村","村情概况/邵家寨自然村 编辑         　　邵家寨自然村属于大厂乡大厂行村委会，属于山区。位于大厂西南边，距离大厂村委会2公里，距离大厂乡政府2公里。国土面积1.3平方公里，海拔1940米，年平均气温14.9 ℃，年降水量1491.6毫米，适宜种植水稻，包谷等农作物和茶叶、油菜、核桃、草果等经济作物。有耕地239亩，其中人均耕地0.56亩；有林地1702.8亩。全村辖2个村民小组，有农户113户，有乡村人口433人，其中农业人口430人，劳动力271人，其中从事第一产业人数197人。2010年全村经济总收入235万元，农民人均纯收入2153元。该村属于贫困村，农民收入主要以种植、养殖为主。 　　自然资源 　　全村有耕地总面积239亩(其中：水田16亩，旱地223亩)，人均耕地0.56亩，主要种植包谷、豆类、茶叶等作物；拥有林地1702.8亩，其中经济林果地726.8亩，人均经济林果地1.53亩，主要种植茶叶等经济林果；水面面积0亩，其中养殖面积0亩；草地0亩；荒山荒地0亩，其他面积0亩。有茶叶等资源。","中文名：##所属国：##地理位置：##面积：##特色产业：","邵家寨自然村##中国##位于大厂西南边##1.3平方公里##水稻，包谷"
"西木赞村","http://www.baike.com/wiki/西木赞村","//www.huimg.cn/entry/images/summary_default270x233.png","中国乡级行政区划##中国各级行政区划##乡##农村##村庄","西木赞村：位于山西省新绛县龙兴镇西木赞；其北临凤凰岭，南靠汾河。环境优美，空气清新。地处汾河盆地，主要以农产小麦，棉花为主。人民善良朴素勤劳。","中文名：##所属国：##所属市：##所属乡镇：","西木赞村##中国##新绛县##龙兴镇"
"西括村","http://www.baike.com/wiki/西括村","//www.huimg.cn/entry/images/summary_default270x233.png","农村##地名##地理##浙江##行政村","西括村系浙江省温州市苍南县括山乡辖村，位于县城东南约20公里处，与钱库宜山相邻近，境内人口主要姓氏为项姓，为项姓宗族聚居村。","中文名：##所属国：##所属市：##所属乡镇：##地理位置：##著名人物：","西括村##中国##浙江省温州市##苍南县括山乡##位于县城东南约20公里处，与钱库宜山相邻近##项祖会"
"谢官冲社区","http://www.baike.com/wiki/谢官冲社区","//www.huimg.cn/entry/images/summary_default270x233.png","农村","谢官冲社区地处城乡结合部，面积6.1平方公里，辖区居民1600户，5069人。","",""
"西卜宜村","http://www.baike.com/wiki/西卜宜村","//www.huimg.cn/entry/images/summary_default270x233.png","农村","西卜宜村属于卜宜乡的经济文化中心，位于平遥县古城南11公里，汾屯路穿境而过，全村共500户，1582口人，2010年新型合作医疗参保人数为1434人，全村共有63人享受最低生活保障。","中文名：##所属国：##所属市：##所属乡镇：##人口：","西卜宜村##中国##山西省平遥县平遥县平遥县##卜宜乡##1582口人"
"襄垣村","http://www.baike.com/wiki/襄垣村","//www.huimg.cn/entry/images/summary_default270x233.png","农村","襄垣村隶属山西省平遥县襄垣乡，全村耕地面积5000余亩，有2700余人，880余户，共5个村民小组。年平均日照时数2433.2小时，平均降水量439毫米，能满足冬小麦、棉花以及大秋作物生育期对热量的需要。","中文名：##所属国：##所属乡镇：##地理位置：##人口：","襄垣村##中国##襄垣乡##山西省平遥县襄垣乡##2700余人"
"霞关村","http://www.baike.com/wiki/霞关村","http://a2.att.hudong.com/26/19/50200009239445155547197199713_s.jpg","农村##地理##浙江##苍南","霞关村是浙江省温州市苍南县霞关镇辖村。霞关古称镇霞关。明代初年，为防御倭寇入侵，朱元璋曾派兵镇守霞关，故冠之“镇”字。清康熙年间，水兵驻扎于此，据传，清晨时，水兵看到旭日东升，光照云海，红霞满天，五彩缤纷，清澈的海水映得一片通红，蔚为壮观，故又美其名为“霞关”。","中文名：##所属国：##所属市：##所属乡镇：##地理位置：","霞关村##中国##温州市##霞关镇##浙江省温州市苍南县霞关镇"
"西戈山村","http://www.baike.com/wiki/西戈山村","//www.huimg.cn/entry/images/summary_default270x233.png","农村","民国35年(1946)后，搞民间兽医，撰写了《马经书》、《速成中兽医学》等著述。 1956年，所著《中兽医诊疗经验》第二集由农业出版社出版，并聘为山西农学院名誉教授。 1962年，所著《中兽医理论学》，由晋中兽医院印刷。","中文名：##所属国：##所属乡镇：##地理位置：##人口：","西戈山村##中国##东泉镇##位于山西省平遥县东泉镇##507口人"
"西武沟村","http://www.baike.com/wiki/西武沟村","//www.huimg.cn/entry/images/summary_default270x233.png","农村","西武沟村位于山东省平邑县武台镇境内，始建于明朝年间，现居本地多为李姓，并存王、刘、孙姓，全村大约500余户，共计1500余人。 本地地处于沂蒙山区，周围村庄分布为：东武沟、南武沟、武沟寨，而西武沟居于中间，又因浚河流经此地，灌溉滋润了周围大地。 因此本地虽兼丘陵众多，但是平原亦是土地肥沃，滋养了一代代山村人家。","中文名：##所属国：##所属乡镇：##地理位置：##其他：","西武沟村##中国##武台镇##山东省平邑县武台镇##种植面积大约有1000亩"
"霞光计划","http://www.baike.com/wiki/霞光计划","//www.huimg.cn/entry/images/summary_default270x233.png","农村","指民政部于２００７年１月开始启动的“农村五保供养服务设施建设霞光计划”，计划在“十一五”时期，在政府投入的基础上，利用发行福利彩票筹集的彩票公益金，修建、改建一批敬老院等农村五保供养服务机构以及散居五保对象的集中居住点，集中解决各地农村五保供养设施滞后的问题。","",""
"西北冲村","http://www.baike.com/wiki/西北冲村","http://a3.att.hudong.com/72/83/20300543497672144326831738964_s.jpg","农村##经济","西北冲村隶属于阿舍彝族乡巨美村民委，属于山区。国土面积5.91平方公里，海拔1,640.00米，年平均气温15.30 ℃，年降水量0.00毫米，适宜种植玉米、水稻、辣椒等农作物。","中文名：##所属国：##所属乡镇：##面积：##特色产业：","西北冲村##中国##阿舍彝族乡##5.91平方公里##玉米、水稻、辣椒"
"西环村","http://www.baike.com/wiki/西环村","http://a3.att.hudong.com/08/18/01200000026907134394184236287_s.jpg","","西环村是浙江省海宁市硖石街道辖村，位于硖石街道东侧，距市中心4.5公里。东邻杨汇桥村，南接永丰村，西连长田社区，北靠长山河，与海昌街道长山村隔河相望。","中文名：##所属国：##所属市：##地理位置：##面积：##人口：","西环村##中国##海宁市##浙江省海宁市硖石街道辖村##耕地面积1737亩##1192"
"香树塘自然村","http://www.baike.com/wiki/香树塘自然村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##云南省##农业##农村##地名","该村现有农户101户，共乡村人口345人，其中男性189人，女性156人。 该村距离小学校1.5公里，距离中学10公里。 该村设党小组1个，党员总数6人，党员中男党员5人，女党员1人。","中文名：##所属国：##所属乡镇：##面积：##人口：","香树塘自然村##中国##芒棒乡##1.43平方公里##345人"
"西达蒲村","http://www.baike.com/wiki/西达蒲村","//www.huimg.cn/entry/images/summary_default270x233.png","农村","李箴视李箴视(1811－1882)，字允明，西达蒲村人，为日升昌票号第二代财东。 "道光六年(1826)，16岁时，父亲李大全病故。 民国27年(1938)年春，偕同全家到延安，入抗日军政大学学习。","中文名：##所属国：##所属乡镇：##地理位置：##人口：","西达蒲村##中国##中都乡##位于平遥古城西约3公里处##1562"
"西河村自然村","http://www.baike.com/wiki/西河村自然村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##云南省##农业##农村##地名","西河村隶属于荷花傣族佤族乡明朗行政村，属于坝区。农民收入主要以水稻、油菜为主。","中文名：##所属国：##所属乡镇：##面积：##人口：","西河村自然村##中国##荷花傣族佤族乡##1.12平方公里亩##101人"
"鄢城镇","http://www.baike.com/wiki/鄢城镇","http://a2.att.hudong.com/15/62/01300000289720122727621971022_s.jpg","中国乡镇##农村##国家##地理##城市##城镇##湖北乡镇##行政区划","鄢城镇位于湖北省西北部的宜城市，汉江中游。东界随州、枣阳，南接钟祥、荆门，西邻南漳，北抵襄樊。地处东经111°57′-112°45′，北纬31°26′-31°54′。整个地形变化有规律，东部西部呈平原、丘陵、山地变势，阶梯式延伸。东西两面环山高起，中部河谷平原，北高南低，向南敞开。西部属荆山余脉，多呈南北走向，为丘陵区。海拔在150米以上的山地面积431.1平方公里。","中文名：##外文名：##所属地区：##地理位置：##地标建筑：##地方特产：##知名产业：##行政类别：##城市类别：##气候条件：##中文名：##所属国：##所属市：##特色产业：","鄢城镇##yancheng##中国 湖北省##位于湖北省西北部的宜城市，汉江中游##东经111°57′-112°45′，北纬31°26′-31°54##高背鲫、鲈鱼、毛蟹、牛蛙、黄鳝##种植业##乡级##乡镇##温带大陆性气候##鄢城镇##中国##宜城市##高背鲫、鲈鱼、毛蟹、牛蛙、黄鳝"
"银丰镇","http://www.baike.com/wiki/银丰镇","http://a1.att.hudong.com/00/31/20300544188908149482310755003_s.jpg","农村##国家##地理##城市##城镇##行政区划","银丰镇地处中国河北丰南城区，京津铁路和205国道贯穿全镇，占地面积25.65平方公里。全镇辖18个行政村，有人口16325人，耕地21390亩。该镇以工业企业为经济主体已形成了冶金、建材、啤酒、机械加工为主导的产业结构格局。到2000年底，全镇完成工农业总产值28.1899亿元，国内生产总值10.5722亿元，实现利税3.875亿元，财政收入4514万元，三产增加值2.132亿元，人均纯收入4160元。农村三大建设、文化体育、教育卫生、计划生育、社会治安综合治理和宽裕型小康建设、小城镇建设等项工作均居全市前列。","中文名：##所属地区：##面积：##人口：##GDP：##地理位置：##知名产业：##知名企业：##中文名：##外文名：##所属国：##面积：##人口：##主要民族：##特色产业：##气候条件：##气候条件：##行政区类别：##政府驻地：","银丰镇##中国 河北省##25.65平方公里##16325人（2007年）##10.5722亿元（2000年）##地处中国河北丰南城区，京津铁路和205国道贯穿全镇##种植业、工业##唐山国丰钢铁有限公司##银丰镇##yinfeng##中国##25.65平方公里##16325人（2007年）##汉族##种植业##温带大陆性气候##温带大陆性气候##镇##银丰镇"
"西庙桥村","http://www.baike.com/wiki/西庙桥村","//www.huimg.cn/entry/images/summary_default270x233.png","乡村##农村##村庄##浙江##行政区划","截止2010年底，该村有农户95户，共有乡村人口429人，其中男性226人，女性203人。 该村到2010年底，已签定农业承包合同95份，农村土地承包面积229.1亩。 截止2010年底，该村设党小组1个，党员总数8人，党员中男党员3人，女党员5人。","中文名：##所属国：##所属乡镇：##地理位置：##面积：##人口：","西庙桥村##中国##新安镇##地处新安镇东北部##3.8平方公里##2237人"
"雁户","http://www.baike.com/wiki/雁户","//www.huimg.cn/entry/images/summary_default270x233.png","中国历史##人口##农村","雁户是唐、宋、元时期由外地逃亡或迁徒至某一地的民户的通称，也叫客户。","",""
"营寨村","http://www.baike.com/wiki/营寨村","http://a4.att.hudong.com/41/10/20300543523714149475107203083_s.jpg","","湖南省怀化市靖州苗族侗族自治县新厂镇营寨村位于湖南省西南部山区，下辖仗冲、下营寨、上营寨、杨家冲、石灰窑、沈家冲六个自然团，八个村民小组。","中文名：##所属国：##所属市：##所属乡镇：##著名景点：","营寨村##中国##湖南省怀化市靖州苗族侗族自治县##新厂镇##玉峰禅林（寺）"
"姚再青","http://www.baike.com/wiki/姚再青","http://a2.att.hudong.com/41/82/18300543586849144636828442157_s.jpg","人物##农村","此词条暂无内容，欢迎您参与编辑，享受分享贡献知识的乐趣。建议您在编辑词条之前，可先参考帮助中心文档，了解更多关于词条规范的信息。同时也可先熟悉编辑器的使用。若有疑问，欢迎联系： 在线提问：帮助小组联系我们友情提示：编写内容之前需删除以上内容。","",""
"鱼田村","http://www.baike.com/wiki/鱼田村","http://a3.att.hudong.com/35/69/20300544128450149316699562881_s.jpg","农村##国家##地名##地理##城市##城镇##怀集县行政区划##村落##梅州行政区划##梅江区行政区划##肇庆行政区划##行政村","该行政村隶属大关县吉利镇，鱼田村全貌到镇的道路为土路，交通方便，距县城43公里。东邻盐津县，南邻尾甲行政村，西邻吉利行政村，北邻木杆镇。辖鱼田、青海 、黄家湾、响水沟等4个自然村，正沟、营盘 、茶元、广法等17个村民小组。","中文名：##所属国：##面积：##人口：##特色产业：","鱼田村##中国##18.48平方公里##3180人（2006年）##种植业、养殖业"
"育儿经","http://www.baike.com/wiki/育儿经","http://a1.att.hudong.com/25/29/20200000013920144736292693420_s.jpg","书籍##农村","本书系旨在服务“三农”上有所创新，以促进农民增收为出发点，以促进农村和谐社会建设为落脚点，真正做到贴近农业生产实际、贴近农村工作实际、贴近农民需求实际，让广大农民、农技人员和乡村干部看得懂、学得会、买得起、用得上。","名称：##作者：##语种：##出版社：##出版时间：##装帧：","育儿经##刘学易、郭维芬##中文##农村读物出版社##2006年6月##平装"
"英歹自然村","http://www.baike.com/wiki/英歹自然村","//www.huimg.cn/entry/images/summary_default270x233.png","云南##农村","位于勐养镇东北边，距离芒回村委会2公里，距离镇11公里。 有耕地266.9亩，其中人均耕地1.32亩；有林地1707.9亩。 2008年全村经济总收入83万元，农民人均纯收入1475元。","中文名：##所属国：##所属乡镇：##地理位置：##面积：","英歹自然村##中国##勐养镇##位于勐养镇东北边，距离芒回村委会2公里##1.81平方公里"
